@relation newdata_train-weka.filters.unsupervised.attribute.Remove-V-R2-8

@attribute PctUnemployed numeric
@attribute PctImmigRec5 numeric
@attribute TotalPctDiv numeric
@attribute PopDens numeric
@attribute PctLess9thGrade numeric
@attribute medIncome numeric
@attribute levelofcrime {Low,High}

@data
3.82,29.78,13.43,3349.1,8.12,42962,High
3.31,25.43,9.55,2104.5,10.36,35855,Low
5.66,5.72,9.08,785.2,7.04,26654,Low
5.08,42.9,8.28,3304.7,7.24,25456,Low
8.37,31.7,14.97,3399.4,28.57,18095,High
2.81,4.91,5.14,2553.6,5.04,48483,Low
5.64,5.66,8.45,3344,7.31,29576,Low
11.09,27.07,12.74,705.2,27.72,24292,High
3.93,29.6,14.83,2035.3,5.45,34182,Low
4.82,22.33,9.2,2959.7,8.38,25168,Low
4.77,35.73,19.11,1404.9,4.32,30141,High
3.52,14.83,13.69,2618.2,1.9,53710,Low
3.31,24.07,10.85,3178,4.6,51253,Low
3.62,13.79,12.39,904.5,5.83,32877,High
5.56,32.56,11.51,1903.4,5.59,23453,High
7.56,35.43,5.29,1161.2,12.93,21392,Low
2.63,38.49,12.84,659.9,2.21,44335,Low
5.96,69.19,6.76,1660.1,11.51,22194,Low
3.08,26.12,8.91,2508.1,6.11,49900,Low
8.15,29.69,12.16,1062.7,16.58,21238,High
6.72,23.31,12.13,2204.9,10.91,25141,Low
5.93,39.72,11.46,1813.5,6.41,27148,Low
8.34,32.13,12.26,7168.1,18.4,30925,High
7.53,27.86,8.63,10587.5,22.09,33969,High
4.6,5.18,6.44,644.9,12.11,40117,Low
9.73,12.14,12.05,709,8.04,20905,Low
4.37,35.56,10.62,4254.3,9.54,28655,High
3.09,24.06,12.29,901.6,3.09,48901,Low
4.91,55.89,8.97,1504.7,5.02,22059,High
5.7,20.57,9.33,9469.3,6.38,31262,High
4.16,24.31,10.45,2251.7,5.91,36864,Low
8.01,14.34,13.17,2926.2,13.76,20461,Low
6.45,44.08,10.88,2561.8,5.4,22996,Low
10.96,14.2,15.23,1510.9,9.02,21762,High
8.89,17.67,16.77,2442.6,13.67,23269,High
5.19,13.29,11.74,2570,7.17,23684,Low
2.38,6.22,6.88,2608.5,3.31,44735,Low
10.87,24.34,14.53,44229.9,28.42,25655,High
3.4,27.59,11.7,7232,1.67,60462,Low
8.85,37.73,8.74,7709.4,15.92,28289,High
8.38,3.33,11.92,2172,19.02,19397,High
10.6,37.48,14.87,8883,21.02,29206,High
3.1,27.52,4.82,544.6,0.72,70287,Low
3.09,15.43,10.54,566.3,3.66,45043,Low
13.03,10.08,12.05,3024.3,23.72,18506,Low
3.8,16.99,5.69,2653.4,5.82,36972,Low
5.71,33.33,10.01,355.3,12.41,31617,Low
12.4,12.21,14.44,8345.8,13.42,20864,High
6.54,15.67,16.66,2487.1,11.47,22772,High
7.43,27.63,15.58,2838.4,12.32,27489,High
5.51,76.16,8.35,1076,13.16,20859,Low
4.73,22.6,11.97,2287.7,5.02,24714,Low
6.64,18.62,15.61,491.9,5.73,24814,High
10.69,45.96,7.37,1118.3,8.95,17826,High
9.43,25.29,16.07,2838.8,9.43,32165,High
7.65,10.69,7.94,1722.8,11.58,37701,Low
3.5,12.18,9.17,4843.5,7.89,36809,Low
4.1,0,9.98,1674.9,7.3,29661,Low
19.22,25.27,10.6,2616.7,36.43,14994,Low
10.89,57.52,13.35,1647.8,16.59,15917,High
12.14,17.8,7.43,1990.9,34.49,17489,Low
7.94,32.8,10.19,200,11.19,30524,Low
2.55,10.08,9.21,1339.6,2.69,50843,Low
4.17,35.55,15,5980.4,7.4,40313,High
3.32,33.82,12.93,1746.9,11.51,26614,High
3.12,29.89,5.15,937,2.33,77530,Low
7,29.16,12.46,4222.7,10.56,38532,High
2.9,18.42,8.93,4027.7,1.38,61058,Low
6.54,31.62,13.78,8287.7,11.53,31938,High
5.76,29.3,9.9,2579.1,10.42,43555,High
5.42,11.87,9.33,2388,3.83,39603,Low
3.85,25.17,9.68,3265,3.42,43428,Low
2.81,2.04,6.47,503.3,3.9,50798,Low
7.67,31.53,12.97,1451.1,11.35,21864,High
7.06,24.43,15.53,705.8,7.06,25741,High
9.97,26.57,11.21,1642.4,19.38,21946,High
4.52,14.1,11.07,1853,9.71,20189,Low
1.71,28.67,9.8,3324.1,2.13,47790,Low
7.4,22.91,14.75,1851.6,6.46,22610,High
5.21,29.09,11.54,1489.4,6.52,25740,High
14.95,27.48,8.21,4583.8,34.36,22032,High
2.92,23.62,11.42,3209.2,2.42,37156,Low
4.24,10.83,15.17,1470.9,3.87,25787,High
2.86,13.34,7.89,691.9,3.34,70000,Low
12.8,8.85,17.75,1101.9,10.62,16600,High
7.69,15.48,16.27,1740.1,8.91,21174,Low
10.08,16.59,13.26,2753.9,8.68,25385,Low
14.52,20.41,11.04,1585.4,17.18,14509,High
8.5,54.19,13.34,876.6,15.06,18743,High
3.95,16.22,7.51,4854.5,10.55,43109,Low
4.11,10.6,10.56,1365.5,3.23,45550,Low
2.75,10.12,9.73,2105.1,5.76,35301,Low
3.69,33.72,10.34,1407.8,5.33,38068,High
5.26,25.09,10.86,2945.3,9.6,28824,High
2.46,23.45,7.12,398.2,3.8,61524,Low
5.97,3.71,13.98,3224.1,10.26,18514,High
5.61,11.7,9.98,4547.1,2.84,47121,Low
4.59,17.43,8.07,6943.6,8.4,42464,Low
4.97,9.02,11.7,922.6,7.46,29833,Low
5.17,0,7.62,788.6,8.35,31503,Low
6.69,18.53,9.33,3278.7,13.14,35911,High
6.32,27.33,15.97,1900.8,11.29,25982,High
2.5,38.92,8.51,3285.8,4.44,61271,Low
2.99,24.52,5.66,4138.5,3.91,66760,Low
7.32,0.37,4.41,839.6,13.67,23028,Low
8.96,4.85,11.37,3596.7,10.52,22271,Low
4.05,25.44,9.8,1320.6,4.25,36415,Low
4.66,24.35,13.64,1411.1,4.56,36843,High
5.91,27.71,13.48,829.1,6.12,26680,High
5.11,0,14.15,1008.8,18.45,21372,High
4.7,23.3,15.92,9868.6,7.12,36222,High
7.44,39.86,14.84,1896.7,11.58,18519,High
3.38,24.77,15.62,9250.8,2.66,51913,High
7.09,10.35,11.25,413.2,12.88,27824,Low
6.82,29.03,12.36,1885,10.27,20950,Low
3.01,26.22,11.85,3094.7,1.1,51499,Low
5.5,34.48,18.67,2247,5.49,28388,High
5.1,6.97,8.75,1082.6,10.71,32596,Low
9.23,28.02,10.37,10219.9,23.05,33273,High
3.27,21.74,11.39,3028.4,1.71,45529,Low
3.99,49.58,9.04,2538.7,14.49,25505,Low
4.78,25.46,8.53,9963.3,6.28,32356,Low
3.24,10.25,10.78,1555.2,2.74,43379,Low
10.99,22.3,10.16,3283,22.73,32857,High
5.56,14.63,6.68,4712.2,8.18,46082,Low
5.96,25.12,12.17,3432.9,5.93,30534,High
6.92,25.86,8.95,4887.1,5.52,35858,Low
5.17,21.16,11.9,3891.3,3.07,39014,Low
4.21,0,11.23,2460.1,11.36,26640,Low
7.98,20.31,11.47,8027,16.58,26541,High
5.8,27.56,13.58,2548.6,5.75,28024,High
2.73,14.92,7.02,1101.5,3.21,59724,Low
3.77,11.48,10.1,2408.4,2.44,39904,Low
10.58,5.75,14.46,835.5,16.97,16331,High
4.91,34.1,12.07,308.1,6.05,32615,Low
2.57,17.2,14.64,2658.8,5,29547,Low
4.87,13.61,13.07,10393,5.2,28791,Low
3.96,3.16,8.84,2201.1,6.2,27834,Low
13.05,12.21,15.49,2482.6,11.21,17658,High
3.05,10.32,7.66,1047.1,10.2,32979,Low
2.93,16.93,5.81,5428.5,5.34,52126,Low
7.31,24.37,10.17,2333.6,5.78,42186,High
2.4,0,9.64,956.9,7.7,27373,Low
3.75,17.51,6.65,2304.4,2.04,65590,Low
3.09,19.75,10.69,3134.5,4.09,34506,Low
4.22,9.69,10.78,1877.8,4.16,31877,Low
4.52,37.93,11.97,2189.3,7.74,29032,Low
4.18,6.2,6.47,612.6,6.6,49004,Low
6.56,4.78,12.5,3480,9.09,29450,High
7.48,6.98,12.03,1315.7,6.62,22954,Low
4.92,62.32,4.1,3398.7,1.31,17886,Low
3.61,15.96,9.34,2410.2,1.6,70919,Low
2.8,22.46,12.86,5955.8,4.69,42487,Low
2.06,33.85,11.35,1990.1,3.59,34859,Low
4.11,12.63,10.85,1211.6,4.72,43578,Low
2.28,16.93,9.14,5324,5.07,36215,Low
8.04,0,10.29,1028.9,8.53,25943,Low
10.31,29.61,17.1,6234.9,10.23,20329,High
11.58,18.49,12.96,7798.2,12.42,18482,High
4.35,11.99,9.28,688.6,5.24,31177,Low
7.04,23.11,10.17,9533.9,17.26,33311,Low
4.69,17.05,16.51,3363.3,7.79,24884,High
3.62,4.65,7.5,3362.1,5.02,39437,Low
6.67,19.13,9.33,456.3,7.74,36682,High
7.12,11.42,9.23,2163.3,18.42,26136,Low
8.74,6.36,11.83,1534.3,26.36,19970,High
6.89,29.19,15.38,11605.2,10.94,30967,High
7.77,20.1,14.93,2121.4,11.35,22102,High
3.62,8.11,9.67,576.4,8.86,38025,Low
6.63,26.11,9.47,2409,9.47,22661,High
8.24,26.42,12.61,1477.4,16.5,20810,High
7.6,24.15,15.82,3702.5,10.13,28183,High
6.59,16.11,13.44,1774.5,9.4,24462,High
6.55,15.5,9.61,3131.4,11.05,21060,Low
4.72,6.76,7.18,673.2,4.55,34978,Low
4.64,27.17,16.58,3615.7,5.04,32420,High
2.65,20.86,7.03,1121.5,6.32,47517,Low
10.81,24.7,9.33,11329.3,36.2,27279,High
7.43,22.64,15.02,1537.2,12.39,26547,High
5.46,14.77,9.74,2491.1,6.88,34492,High
1.66,24.73,5.49,451.5,0.66,47299,Low
10.72,41.09,13.67,1017,11.77,14555,High
3.01,18.2,14.45,4589.7,1.1,60374,Low
4.07,24.42,15.45,2740.2,3.15,45964,Low
5.36,6.12,9.48,1027.6,8.51,32493,High
1.87,15.64,7.3,3421.8,1.42,53140,Low
9.38,26.92,13.58,1415.4,15.95,21352,High
4.3,17.86,10.68,2371.5,4.47,46116,Low
5.29,4.78,10.15,1094.6,4.09,40378,Low
6.41,12.95,8.13,776.3,5.39,45397,Low
5.39,2.2,10.87,1737.3,8.9,22783,High
3.64,24.16,9.67,674.7,3.4,45828,Low
5.82,10.38,10.31,957.3,5.11,31510,Low
11.85,16.16,15.99,1564.6,17.41,14579,High
2.57,19.94,8.24,2347.5,9.28,40602,High
9.15,27.45,13.7,3438.1,9.9,22806,High
3.25,10.6,6.07,923.4,5.42,57484,Low
6.62,22.9,9.25,9248.8,23.35,36383,High
3.45,14.59,12.64,1875.5,11.81,26500,High
5.39,22.6,14.14,876.2,4.19,38802,Low
5.13,28.42,13.61,6251.8,7.69,32793,High
7.82,24.08,13,2796.3,9.19,24131,High
4.98,10.43,13.55,2619.8,8.27,26233,High
4.36,6.9,10.23,4367.8,5.74,40934,Low
3.18,6.74,4.6,720.5,4.11,62021,Low
8.12,26.68,12.01,3288.6,8.65,36233,High
6.16,19.45,10.12,25331.5,17.29,34873,High
4.31,6,11.45,475.5,7.01,24929,Low
3.2,31.78,12.09,1046.9,4.48,37025,High
5.35,28.3,11.27,2237.7,8.89,34091,High
2.27,23.97,5.83,1224.3,2.95,66930,Low
4.04,13.13,7.41,2092.8,8.88,46057,Low
3.64,15.39,5.88,3239.4,1.85,65994,Low
7.06,25.62,10.47,1506.4,10.99,25759,Low
7.53,12.71,14.49,2530.4,7.26,25535,Low
5.28,1.83,9.68,4012.2,10.6,34887,Low
6.45,27.51,13.64,4722.7,13.79,30739,High
7.55,40.19,8.55,533,15.64,17254,Low
5.81,9.52,8.04,1611.4,7.57,42044,Low
2.67,4.81,3.92,621.3,5.78,83975,Low
3.76,17.91,9.68,6512.1,7.7,41875,High
8.12,49.9,6.09,1780.8,6.95,19672,Low
5.26,27.41,11.7,7175.4,5.43,35951,Low
5.01,0,6.85,2401.5,18.74,31726,Low
5,10.22,9.64,422.1,7.94,39651,Low
6.2,25.76,11.9,14962.8,11.33,33414,High
5.52,57.12,8.21,3343.1,2.4,23212,Low
8.61,24.69,12.04,1728.3,14.36,33313,High
5.13,15.32,11.51,2417.9,10.96,36211,Low
4.81,18.16,16.26,10143,5.51,35997,High
2.63,10.47,6.52,627.4,2.67,64538,Low
2.46,3.76,8.84,1832.3,6.25,34061,Low
4.36,26.76,12.79,2984.9,5.03,31833,Low
8.85,10.57,12.17,4772.8,8.74,22032,High
5.85,53.28,4.58,2170.4,2.4,21162,Low
5.73,0,10.32,2102,7.33,25324,High
4.9,45.08,6.35,5228.9,4.78,17738,Low
6.6,23.03,11.15,2229.1,4.7,25698,High
4.74,9.9,9.52,1004.2,5.48,37500,Low
2.55,16.85,8.08,3417.4,2.36,48137,Low
9.86,6.1,10.93,793.1,17.15,22100,High
10.56,6.82,13.57,2763.5,13.84,16442,High
11.85,24.79,16.17,2435.4,10.79,26372,High
6.77,26.73,16.61,2944.6,7.68,25106,High
8.29,19.07,10.26,1941.4,25.45,24103,High
5.55,35.2,8.13,421,6.53,40321,Low
4.53,10.07,11.77,1810.6,4.19,32984,Low
3.53,21.36,13.3,6865.9,4.09,38122,High
4.22,8.72,9.65,2880.2,12.31,25976,Low
3.66,24.09,10.55,1840.1,5.1,38531,High
3.19,23.42,9.26,6133.4,6.32,45999,Low
7.25,12.03,12.71,1338.2,5.73,25918,High
6.47,18.43,14.52,7270.3,15,22210,High
10.56,17.03,13.29,2123.3,15.01,21225,High
5.21,14.59,10.66,935.8,3.23,51173,Low
5.82,24.77,5.98,631.1,8.81,27154,High
8.28,32.91,13.57,1925.8,16.94,21881,High
3.17,40.55,13.27,2130.4,8.66,34891,High
5.23,20.47,11.14,2834.7,3.77,37050,Low
6.84,61.69,6.17,2238.5,2.94,21312,Low
3.63,9.72,6.4,7276.1,5.43,55476,Low
5.93,21.49,12.83,2401.8,6.89,27469,High
2.57,8.34,6.24,4533.9,4.38,54469,Low
10.81,28.31,12.51,1077,13.25,22514,High
10.21,16.8,11.77,2007.6,18.32,24649,High
9.08,0,12.14,1131.9,31.54,17805,Low
12.39,36.73,12.88,1493.5,19.14,16496,High
9.67,34.81,11.07,2066.9,18.62,16162,Low
4.36,7.45,6.45,503.9,3.35,59834,Low
9.68,19.06,14.39,705.5,15.47,19456,High
6.96,23.36,15.36,2625.2,13.67,23933,High
4.36,38.54,4.28,2566.9,8.13,19635,Low
5.44,7.92,9.37,2322.5,6.04,35786,High
5.47,18.2,8.09,432.1,3.87,44492,Low
5.61,27.51,13.61,1504,9.81,23835,High
8.32,33.9,10.24,11447.7,10.34,29180,High
2.84,16.89,7.7,524.3,3.27,57464,Low
7.12,30.65,14.83,3346.3,8.54,21183,High
3.17,38.3,14.85,5410.7,6.41,42431,High
3.52,47.14,9.32,3196.2,3.84,29420,Low
9,51.32,13.71,768.4,17.88,18870,High
5.32,10.26,12.04,1110.1,12,32886,Low
6.7,7.63,6.81,2351.7,3.72,44734,High
9.91,25.69,11.56,8617.3,20.43,27631,High
5.03,0,13.51,716.2,9.55,31155,Low
6.29,20.69,10.59,997.3,7.4,25341,High
11.04,28.56,12.67,16110.7,22.45,26960,High
4.07,15.5,12,1251.2,6.21,31308,High
2.07,15.93,8.41,1356.3,1.84,36582,Low
3.44,14.29,13.27,2685.8,6.2,31793,Low
2.98,7.41,7.49,1275.8,0.62,80968,Low
7.37,24.35,11.77,2372,10.59,35558,High
14.88,33.53,10.56,3030.7,32.85,20393,High
6.41,25.78,6.65,1432.6,3.16,29023,Low
8.71,10.61,14.42,873.5,15.48,19038,High
2.6,1.69,8.09,383,4.23,43486,Low
2.94,3.2,7.66,2775.6,0.74,42281,Low
4.67,5.43,8.36,1418.4,14.39,20146,Low
7.28,27.24,15.75,2209.7,7.09,23745,Low
4.58,21.91,6.5,7345.3,6.18,44672,Low
7.41,51.71,11.62,2831.1,6.61,21318,Low
3.03,30.38,11.63,3175.7,1.84,43800,Low
6.32,31.8,6.96,2529.6,7.85,30535,Low
4.6,7.26,14.68,3789.9,4.17,29693,Low
5.77,45.29,4.81,1503.5,5.46,22265,Low
6.16,39.22,10.15,1456.1,5.57,41315,High
3.76,40.06,13.27,3426.9,2.49,38956,High
4.46,18.8,10.28,1020.1,11.03,37764,Low
6.1,35.38,13.52,1574.2,19.77,21645,High
3.02,12.89,8.12,819.5,5.49,42530,Low
9.85,31.38,12.82,14073.6,24.71,18617,High
15.46,38.38,7.91,3912.5,31.51,24128,High
6.68,5.79,15.04,1086.8,14.8,15708,High
8.13,18.17,15.85,1285.9,9.59,17876,High
6.4,0,13.36,999.5,11.18,24568,Low
7.58,11.37,11.91,1487.3,16.05,22807,High
2.81,24.7,4.4,3322.8,1.51,100077,Low
2.39,19.2,11.55,1575.7,10.42,29047,Low
7.52,7.63,12.29,1211.1,9.6,22098,Low
10,32.37,15.42,11537.1,17.16,29881,High
7.01,3.99,12.04,2404.8,8.49,25547,High
2.55,20,12.3,6731.2,3.88,43043,Low
8.17,5.04,14.46,1859.4,19.2,18253,High
5.42,32.01,10.54,2124.3,9.08,26770,High
8.07,27.35,8.36,2414.3,5.15,14456,Low
6.09,26.88,15.18,1931.9,5.03,25708,High
4.6,28.41,6.83,2419.6,5.84,50451,Low
7.59,23.64,9.73,10186.3,9.36,30786,High
5.46,11.04,7.89,1445.6,8.98,45191,Low
2.42,46.41,10.28,3684.7,5.19,53840,Low
5.31,24.35,12.12,1314.9,2.38,35532,Low
7.07,22.11,12.1,2910.9,11.74,31911,Low
3.78,5.67,6.35,2793.2,3.29,41149,Low
8.27,8.37,10.59,1166.8,8.49,37889,High
8.52,14.29,15.41,1584.9,21.98,14868,High
3.73,24.77,13.65,2283.7,9.51,31298,High
4.57,32.51,7.29,621.2,2.43,57963,Low
3.59,15.41,10.63,2081.4,6.65,38128,Low
2.87,6.19,10.59,1269.7,6.84,36999,Low
3.56,21.54,5.34,2713.3,1.87,101320,Low
9.51,20.71,13.61,3468.4,8.14,20290,Low
2.93,5.28,5.67,519.7,3.88,46119,Low
5.14,44.44,13.2,1685,3.3,29099,Low
5.79,40.43,8.74,2177.5,12.71,24202,Low
6.51,16.24,13.03,1478.6,14.59,21870,High
10.06,38.02,14.64,1715.7,11.14,20674,Low
5.26,29.36,14.4,1649.7,6.11,26889,High
6.6,7.64,14.53,1162.3,15.97,20349,High
8.53,19.23,16.79,1887.3,8.37,19042,High
8.72,28.29,12.03,1118.3,19.11,18549,Low
4.82,21.44,14.78,1354.9,8.24,21824,High
3.09,11.95,10.66,3175.3,5.89,36192,Low
4.82,5.75,6.38,695.7,6.92,42523,Low
4.44,0,11.24,1175.6,15.56,24375,High
4.26,7.57,9.35,3181.5,8.08,36097,High
8.79,40.73,13.3,1741.2,9.01,23270,High
3.98,16.57,6.07,1817.1,2.91,53058,Low
2.91,10.99,9.52,2156.5,6.81,40216,Low
5.32,23.34,11.38,4870.3,7.9,46758,High
10.39,18,17.53,3194.8,10.74,19779,High
5.29,19.24,13.18,5022.3,7.34,35681,High
10.08,15.06,11.54,1079.2,3.44,29784,Low
9.17,17.67,14.02,1554,11.46,18423,Low
4.22,13.11,10.78,1558.2,5.7,31448,High
3.06,18.46,7.87,923.7,2.15,50598,Low
5.02,28.91,10.22,4794.1,7.88,44004,Low
7.85,7.69,13.82,3064.5,5.45,25550,Low
3.2,25.17,12.66,1049.6,2.84,31938,Low
2.22,25.02,14.85,5924.1,3.77,44002,High
2.87,11.25,7.25,3985.3,1.07,79579,Low
4.25,2.37,5.53,624.4,4.04,59967,Low
4.65,8.8,5.9,1600.5,4.77,54053,Low
4.77,36.31,14.02,2816.8,5.82,41922,High
9.85,20.12,11.54,2027.3,22.23,23460,High
7.29,5.97,7.51,642.6,2.4,46932,Low
6.66,8.88,11.2,2440.7,11.51,21053,High
7.72,37.33,14.98,1097.9,23.43,16574,High
7.84,11.73,14.68,186.8,11.13,22027,High
5.04,18.91,7.04,8160.3,7.11,45713,Low
4.72,27.66,10.65,2402,7.65,33265,Low
5.87,0,4.98,507.3,7.78,33219,Low
2.72,9.24,3.91,1561.2,2.44,60925,Low
10.69,33.97,15.47,2876.8,12.54,25533,High
6.05,46.78,11.19,436.6,4.16,25165,Low
3.65,21.45,12.08,4003.2,4.04,32069,Low
6.83,13.46,12.03,1765,15.17,25576,High
5.04,51.8,13.98,760.4,13.78,25689,High
7.93,17.73,9.84,842.7,2.59,27222,High
2.32,3.07,5.53,877,3.26,54005,Low
6.51,26.83,11.85,1499.7,7.16,26218,High
3.97,40.77,11.97,2277.5,4.77,32451,High
8.7,71.53,2.83,3247.5,4.7,19183,Low
16.3,35.54,16.34,9575.4,20.02,17386,High
4.56,11.76,7.53,627.3,1.97,41006,Low
6.71,17.36,8.33,666.9,5.18,47859,Low
6.32,33.96,13.62,2063.8,7.84,25414,High
4.49,20.27,7.65,1434,5.02,47482,Low
9.47,37.41,11.5,1534.6,12.73,20095,High
7.69,22.09,12.92,1592.2,19,18683,High
7.89,21.15,8.96,1504.8,15.22,23497,High
6.91,10.22,11.45,1990.4,8.74,25380,High
3.8,19.55,9.2,1574.9,9.22,53781,Low
8.55,8.95,10.45,3246,14.23,21310,High
3.15,15.49,9.48,2129.8,4.83,37087,Low
7.23,19.83,15.22,1348.3,6.95,26713,High
6.99,30.64,10.96,1496.5,13.57,21459,High
6.48,20.52,9.21,10040.9,11.2,36376,High
3.29,27.46,9.6,2183.4,3.65,42314,Low
3.05,32.27,5.59,2373.3,7.74,30613,Low
3.95,24.01,10.33,2032.4,3.3,56856,Low
4.96,33.55,12.71,1868.8,11.99,19955,High
5.54,28.53,11.64,4408.8,10.84,46206,High
4.16,14.51,8.28,1342.4,4.46,46726,Low
5.54,17.23,10.72,15151.9,6.43,41495,Low
12.22,26.85,7.89,23054.6,49.89,25567,High
6.53,7.15,10.45,1251.6,12.82,30067,Low
3.76,31.3,9.7,384.7,4.88,39308,Low
6.9,25.95,14.35,2319,14.51,22423,High
5.66,4.06,7.14,382.5,6.9,42160,Low
9.04,24.98,12.99,2583.4,13.25,26629,High
4.09,39.27,12.18,1210.5,13.74,25473,High
4.08,13.76,6.83,1929.6,3.33,56571,Low
5.29,3.63,8.64,2007.9,3.15,37952,Low
4.5,17.95,9.56,1516.5,4.57,40287,Low
5.14,41.97,11.01,2151.9,7.03,25855,High
7.24,9.94,7.15,2065.2,18.95,34165,Low
3.11,28.33,5.56,4033.9,2.37,75221,Low
2.26,9.47,7.39,3598.8,4.53,40041,Low
12.41,20.16,15.11,2655.3,13.24,18477,High
17.87,55.74,15.97,1304.6,17.48,11576,High
6.15,29.76,8,7676.7,16.24,32605,High
6.39,2.12,7.2,3208.9,4.36,43960,Low
5.56,15.74,9.07,3067.4,2.94,41586,High
8.36,53.56,12.82,1154.8,16.03,19187,High
3.85,20.14,8.91,3705.5,7.29,32375,Low
10.18,41.75,14.35,683.3,13.58,21633,High
6.59,10.11,12.32,1081.1,12.56,22186,Low
5.46,10.85,7.78,351.2,6.01,36469,Low
5.79,29.55,13.18,3393.8,6.78,31699,High
6.83,16.26,11.88,1089.5,5.99,23630,High
6.12,34.11,15.12,1334.2,18.6,21011,High
7.13,17.8,10.52,1489.1,8.5,36945,High
11.48,19.74,9.7,1793,36.03,27415,High
6.32,28.61,12.93,843.3,13.85,23420,High
4.77,30.94,14.24,2270.1,14.9,26086,High
4.17,26.33,10.98,4434.6,6.38,32237,High
3.82,42.84,13.6,4630.7,3.37,54516,High
5.29,14.08,8.33,1756.9,4.2,43759,Low
11.24,40.83,13.72,1976.8,21.36,15938,High
4.81,29.48,11.01,6420.1,3.61,36043,Low
11.19,8.68,11.06,2980.2,12.6,20742,Low
6.27,6.07,5.92,991,6.09,32066,Low
7.84,21.27,10.84,5462.9,15.44,30121,High
4.52,13.92,6.81,1392.8,2.54,25341,Low
2.54,19.79,7.8,2158.8,1.47,49858,Low
1.98,11.88,6.39,379.5,4.83,44717,Low
9.16,23.79,15.65,8791.5,14.81,24045,High
3.64,22.35,11.39,6069.3,3.56,39538,High
3.9,12.23,8.89,1902.7,15.8,26873,Low
6.69,16.67,15.74,2024.4,3.26,27785,Low
5.57,7.45,6.06,487.8,1.94,60026,Low
5.04,28.71,12.51,6633.1,5.18,36297,High
5.93,22.69,10.22,1037.3,18.05,26409,High
2.72,15.59,7.98,2889.9,2.04,67892,Low
7.49,23.79,11.98,7341.8,11.42,20731,High
2.85,20.53,6.72,761.2,3.97,30007,Low
7.01,15.55,14.85,2479.5,5.93,25677,High
4.17,16.45,13.17,3021.6,7.65,26109,High
6.17,24.73,12.69,3714.8,5.08,27235,Low
4.37,7.69,9.28,839,4.25,36512,Low
3.87,23,8.82,2304.9,9.55,51814,Low
14.33,28.64,13.12,8588.5,25.38,24971,High
4.31,51.19,12.48,1361.6,11.71,24081,High
4.76,11.17,14.22,1287.7,5.09,29652,Low
5.75,42.41,15.16,1930.5,10.6,24712,High
8.15,21.95,16.38,917.2,13.46,18619,High
6.44,54.17,9.82,1445,11.47,22634,Low
7.05,18.1,14.03,1319.4,24.59,17058,High
5.35,29.21,8.52,2194.2,4.32,25556,Low
